type,starting_time,finish_time,allocated_resources,job_id,submission_time
idle,0.0,20.0,0 1 2 3,-1,0.0
idle,0.0,46.0,4 5 6 7 8 9 10 11 12 13 14 15,-1,0.0
computing,20.0,171.0,0 1 2 3,1,20.0
switching_off,46.0,51.0,4 5 6 7 8 9 10 11 12 13 14 15,-2,46.0
sleeping,51.0,51.0,4 5 6 7 8 9 10 11 12 13 14 15,-4,51.0
switching_on,51.0,56.0,4 5 6 7 8 9 10 11 12 13 14 15,-3,51.0
idle,56.0,56.0,4 5 6 7 8 9 10 11 12 13 14 15,-1,56.0
switching_off,56.0,61.0,4 5 6 7 8 9 10 11 12 13 14 15,-2,56.0
sleeping,61.0,61.0,4 5 6 7 8 9 10 11 12 13 14 15,-4,61.0
switching_on,61.0,66.0,4 5 6 7 8 9 10 11 12 13 14 15,-3,61.0
idle,66.0,66.0,4 5 6 7 8 9 10 11 12 13 14 15,-1,66.0
switching_off,66.0,71.0,4 5 6 7 8 9 10 11 12 13 14 15,-2,66.0
sleeping,71.0,75.0,4 5 6 7 8 9 10 11 12 13 14 15,-4,71.0
switching_on,75.0,80.0,4 5 6 7 8 9 10 11 12 13 14 15,-3,75.0
idle,80.0,80.0,4 5 6 7 8 9 10 11 12 13 14 15,-1,80.0
switching_off,80.0,85.0,4 5 6 7 8 9 10 11 12 13 14 15,-2,80.0
sleeping,85.0,85.0,4 5 6 7 8 9 10 11 12 13 14 15,-4,85.0
switching_on,85.0,90.0,4 5 6 7 8 9 10 11 12 13 14 15,-3,85.0
idle,90.0,90.0,4 5 6 7 8 9 10 11 12 13 14,-1,90.0
idle,90.0,117.0,15,-1,90.0
computing,90.0,240.0,4 5 6 7 8,2,46.0
computing,90.0,241.0,9 10 11 12 13 14,3,55.0
switching_off,117.0,122.0,15,-2,117.0
sleeping,122.0,171.0,15,-4,122.0
idle,171.0,171.0,0 1 2 3,-1,171.0
switching_on,171.0,176.0,15,-3,171.0
computing,171.0,322.0,0 1 2 3,4,75.0
idle,176.0,238.0,15,-1,176.0
switching_off,238.0,243.0,15,-2,238.0
idle,240.0,240.0,4 5 6 7 8,-1,240.0
switching_off,240.0,245.0,4 5 6 7 8,-2,240.0
idle,241.0,241.0,9 10 11 12 13 14,-1,241.0
switching_off,241.0,246.0,13 14,-2,241.0
computing,241.0,393.0,9 10 11 12,5,81.0
sleeping,243.0,243.0,15,-4,243.0
switching_on,243.0,248.0,15,-3,243.0
sleeping,245.0,245.0,4 5 6 7 8,-4,245.0
switching_on,245.0,250.0,4 5 6 7 8,-3,245.0
sleeping,246.0,246.0,13 14,-4,246.0
switching_on,246.0,251.0,13 14,-3,246.0
idle,248.0,250.0,15,-1,248.0
idle,250.0,250.0,4 5 6 7 8,-1,250.0
switching_off,250.0,255.0,4 5 6 7 8 15,-2,250.0
idle,251.0,251.0,13 14,-1,251.0
switching_off,251.0,256.0,13 14,-2,251.0
sleeping,255.0,267.0,4 5 6 7 8 15,-4,255.0
sleeping,256.0,267.0,13 14,-4,256.0
switching_on,267.0,272.0,4 5 6 7 8 13 14 15,-3,267.0
idle,272.0,272.0,4 5 6 7 8 13 14 15,-1,272.0
switching_off,272.0,277.0,4 5 6 7 8 13 14 15,-2,272.0
sleeping,277.0,277.0,4 5 6 7 8 13 14 15,-4,277.0
switching_on,277.0,282.0,4 5 6 7 8 13 14 15,-3,277.0
idle,282.0,282.0,4 5 6 7 8 13 14 15,-1,282.0
switching_off,282.0,287.0,4 5 6 7 8 13 14 15,-2,282.0
sleeping,287.0,287.0,4 5 6 7 8 13 14 15,-4,287.0
