job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy
1,w0,100,3,3,152,0,COMPLETED_WALLTIME_REACHED,3,152,155,0,152,1.0,0 1 2,-1
2,w0,100,8,5,149,0,COMPLETED_WALLTIME_REACHED,8,149,157,0,149,1.0,3 4 5 6 7,-1
6,w0,100,41,3,149,0,COMPLETED_WALLTIME_REACHED,155,149,304,114,263,1.7651006711409396,0 1 2,-1
3,w0,100,12,4,148,0,COMPLETED_WALLTIME_REACHED,157,148,305,145,293,1.9797297297297298,3 4 5 6,-1
4,w0,100,17,4,148,0,COMPLETED_WALLTIME_REACHED,304,148,452,287,435,2.939189189189189,0 1 2 7,-1
5,w0,100,29,4,149,0,COMPLETED_WALLTIME_REACHED,305,149,454,276,425,2.8523489932885906,3 4 5 6,-1
7,w0,100,45,3,149,0,COMPLETED_WALLTIME_REACHED,452,149,601,407,556,3.7315436241610738,0 1 2,-1
8,w0,100,57,3,150,0,COMPLETED_WALLTIME_REACHED,454,150,604,397,547,3.6466666666666665,3 4 5,-1
9,w0,100,64,4,153,0,COMPLETED_WALLTIME_REACHED,601,153,754,537,690,4.509803921568627,0 1 2 6,-1
15,w0,100,81,3,149,0,COMPLETED_WALLTIME_REACHED,604,149,753,523,672,4.510067114093959,3 4 5,-1
18,w0,100,89,3,151,0,COMPLETED_WALLTIME_REACHED,753,151,904,664,815,5.397350993377484,3 4 5,-1
10,w0,100,71,5,152,0,COMPLETED_WALLTIME_REACHED,754,152,906,683,835,5.493421052631579,0 1 2 6 7,-1
25,w0,100,132,3,154,0,COMPLETED_WALLTIME_REACHED,904,154,1058,772,926,6.012987012987013,3 4 5,-1
11,w0,100,79,5,151,0,COMPLETED_WALLTIME_REACHED,906,151,1057,827,978,6.47682119205298,0 1 2 6 7,-1
12,w0,100,79,4,152,0,COMPLETED_WALLTIME_REACHED,1057,152,1209,978,1130,7.434210526315789,0 1 2 6,-1
16,w0,100,83,4,146,0,COMPLETED_WALLTIME_REACHED,1058,146,1204,975,1121,7.678082191780822,3 4 5 7,-1
30,w0,100,145,3,155,0,COMPLETED_WALLTIME_REACHED,1204,155,1359,1059,1214,7.832258064516129,3 4 5,-1
13,w0,100,80,5,150,0,COMPLETED_WALLTIME_REACHED,1209,150,1359,1129,1279,8.526666666666667,0 1 2 6 7,-1
14,w0,100,81,5,151,0,COMPLETED_WALLTIME_REACHED,1359,151,1510,1278,1429,9.463576158940397,0 1 2 3 4,-1
32,w0,100,148,3,149,0,COMPLETED_WALLTIME_REACHED,1359,149,1508,1211,1360,9.12751677852349,5 6 7,-1
36,w0,100,156,2,154,0,COMPLETED_WALLTIME_REACHED,1508,154,1662,1352,1506,9.779220779220779,5 6,-1
17,w0,100,83,5,154,0,COMPLETED_WALLTIME_REACHED,1510,154,1664,1427,1581,10.266233766233766,0 1 2 3 4,-1
42,w0,100,169,3,150,0,COMPLETED_WALLTIME_REACHED,1662,150,1812,1493,1643,10.953333333333333,5 6 7,-1
19,w0,100,91,4,154,0,COMPLETED_WALLTIME_REACHED,1664,154,1818,1573,1727,11.214285714285714,0 1 2 3,-1
53,w0,100,204,2,148,0,COMPLETED_WALLTIME_REACHED,1812,148,1960,1608,1756,11.864864864864865,4 5,-1
20,w0,100,97,6,148,0,COMPLETED_WALLTIME_REACHED,1818,148,1966,1721,1869,12.628378378378379,0 1 2 3 6 7,-1
21,w0,100,97,4,153,0,COMPLETED_WALLTIME_REACHED,1966,153,2119,1869,2022,13.215686274509803,0 1 2 3,-1
23,w0,100,120,4,150,0,COMPLETED_WALLTIME_REACHED,1966,150,2116,1846,1996,13.306666666666667,4 5 6 7,-1
43,w0,100,177,3,149,0,COMPLETED_WALLTIME_REACHED,2116,149,2265,1939,2088,14.013422818791947,4 5 6,-1
