time,sleeping,sleeping_nodes,switching_on,switching_on_nodes,switching_off,switching_off_nodes,idle,idle_nodes,computing,computing_nodes,unavailable
0,0,[],0,[],0,[],8,"[0, 1, 2, 3, 4, 5, 6, 7]",0,"[{'job_id': 1, 'nodes': [0, 1, 2, 3], 'starting_time': 4, 'finish_time': 155}]",0
4,0,[],0,[],0,[],4,"[4, 5, 6, 7]",4,"[{'job_id': 1, 'nodes': [0, 1, 2, 3], 'starting_time': 4, 'finish_time': 155}]",0
30,0,[],0,[],4,"[4, 5, 6, 7]",0,[],4,"[{'job_id': 1, 'nodes': [0, 1, 2, 3], 'starting_time': 4, 'finish_time': 155}]",0
35,4,"[4, 5, 6, 7]",0,[],0,[],0,[],4,"[{'job_id': 1, 'nodes': [0, 1, 2, 3], 'starting_time': 4, 'finish_time': 155}]",0
150,3,"[5, 6, 7]",1,[4],0,[],0,[],4,"[{'job_id': 1, 'nodes': [0, 1, 2, 3], 'starting_time': 4, 'finish_time': 155}]",0
155,3,"[5, 6, 7]",0,[],0,[],0,[],5,"[{'job_id': 2, 'nodes': [0, 1, 2, 3, 4], 'starting_time': 155, 'finish_time': 307}]",0
302,0,[],3,"[5, 6, 7]",0,[],0,[],5,"[{'job_id': 2, 'nodes': [0, 1, 2, 3, 4], 'starting_time': 155, 'finish_time': 307}]",0
307,0,[],0,[],0,[],0,[],8,"[{'job_id': 3, 'nodes': [0, 1, 2, 3], 'starting_time': 307, 'finish_time': 459}, {'job_id': 5, 'nodes': [4, 5, 6, 7], 'starting_time': 307, 'finish_time': 457}]",0
457,0,[],0,[],0,[],4,"[4, 5, 6, 7]",4,"[{'job_id': 3, 'nodes': [0, 1, 2, 3], 'starting_time': 307, 'finish_time': 459}]",0
459,0,[],0,[],0,[],2,"[6, 7]",6,"[{'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 459, 'finish_time': 610}]",0
487,0,[],0,[],2,"[6, 7]",0,[],6,"[{'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 459, 'finish_time': 610}]",0
492,2,"[6, 7]",0,[],0,[],0,[],6,"[{'job_id': 4, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 459, 'finish_time': 610}]",0
610,2,"[6, 7]",0,[],0,[],0,[],6,"[{'job_id': 6, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 610, 'finish_time': 759}]",0
754,0,[],2,"[6, 7]",0,[],0,[],6,"[{'job_id': 6, 'nodes': [0, 1, 2, 3, 4, 5], 'starting_time': 610, 'finish_time': 759}]",0
759,0,[],0,[],0,[],0,[],8,"[{'job_id': 7, 'nodes': [0, 1, 2, 3], 'starting_time': 759, 'finish_time': 909}, {'job_id': 9, 'nodes': [4, 5, 6, 7], 'starting_time': 759, 'finish_time': 906}]",0
906,0,[],0,[],0,[],4,"[4, 5, 6, 7]",4,"[{'job_id': 7, 'nodes': [0, 1, 2, 3], 'starting_time': 759, 'finish_time': 909}]",0
909,0,[],0,[],0,[],3,"[5, 6, 7]",5,"[{'job_id': 8, 'nodes': [0, 1, 2, 3, 4], 'starting_time': 909, 'finish_time': 1062}]",0
936,0,[],0,[],3,"[5, 6, 7]",0,[],5,"[{'job_id': 8, 'nodes': [0, 1, 2, 3, 4], 'starting_time': 909, 'finish_time': 1062}]",0
941,3,"[5, 6, 7]",0,[],0,[],0,[],5,"[{'job_id': 8, 'nodes': [0, 1, 2, 3, 4], 'starting_time': 909, 'finish_time': 1062}]",0
1062,3,"[5, 6, 7]",0,[],0,[],1,[4],4,"[{'job_id': 10, 'nodes': [0, 1, 2, 3], 'starting_time': 1062, 'finish_time': 1209}]",0
1092,3,"[5, 6, 7]",0,[],1,[4],0,[],4,"[{'job_id': 10, 'nodes': [0, 1, 2, 3], 'starting_time': 1062, 'finish_time': 1209}]",0
1097,4,"[4, 5, 6, 7]",0,[],0,[],0,[],4,"[{'job_id': 10, 'nodes': [0, 1, 2, 3], 'starting_time': 1062, 'finish_time': 1209}]",0
1209,4,"[4, 5, 6, 7]",0,[],0,[],4,"[0, 1, 2, 3]",0,[],0
